name,url,language,stars,description
"orca-zhang/ecache","https://github.com/orca-zhang/ecache","Go",267,"🦄【轻量级本地内存缓存】🤏代码少于300行⌚️30s接入🚀高性能、极简设计、并发安全🌈支持LRU 和 LRU-2模式 🦖支持分布式一致性 [ecache] Extremely easy, ultra "
"pipethedev/distributed-system-algorithms","https://github.com/pipethedev/distributed-system-algorithms","Go",265,""
"FleexSecurity/fleex","https://github.com/FleexSecurity/fleex","Go",265,"Fleex makes it easy to create multiple VPS on cloud providers and use them to distribute workloads."
"kurator-dev/kurator","https://github.com/kurator-dev/kurator","Go",257,"Unified resource orchestration, unified scheduling, unified traffic management and unified telemetry"
"jsdelivr/globalping-cli","https://github.com/jsdelivr/globalping-cli","Go",237,"A simple CLI tool to run networking commands remotely from hundreds of globally distributed servers"
"mytechnotalent/Go-Hacking","https://github.com/mytechnotalent/Go-Hacking","Go",236,"A FREE comprehensive online Go hacking tutorial utilizing the x64, ARM64 and ARM32 architectures goi"
"basilysf1709/distributed-systems","https://github.com/basilysf1709/distributed-systems","Go",232,"Comprehensive guide, algorithms and tools on distributed systems"
"JoyalAJohney/Realtime-distributed-chat","https://github.com/JoyalAJohney/Realtime-distributed-chat","Go",225,"Realtime distributed messaging platform built using Go and React (Fullstack) ❤️ "
"brentp/goleft","https://github.com/brentp/goleft","Go",224,"goleft is a collection of bioinformatics tools distributed under MIT license in a single static bina"
"ObolNetwork/charon","https://github.com/ObolNetwork/charon","Go",216,"Charon (pronounced 'kharon') is a Proof of Stake Ethereum Distributed Validator Middleware Client"
"luno/workflow","https://github.com/luno/workflow","Go",216,"The type-safe, event-driven workflow orchestration library that scales with your business. Build rob"
"fatedier/fft","https://github.com/fatedier/fft","Go",213,"A fast distributed file transfer."
"kercylan98/minotaur","https://github.com/kercylan98/minotaur","Go",212,"Minotaur - A Go library for distributed server-side development with an Actor model, tailored for ga"
"hyprspace/hyprspace","https://github.com/hyprspace/hyprspace","Go",207,"A Lightweight VPN Built on top of IPFS + Libp2p for Truly Distributed Networks (fork)"
"go-orb/go-orb","https://github.com/go-orb/go-orb","Go",206,"Go-Orb is a framework for building both monoliths and distributed systems in Go."
"janelia-flyem/dvid","https://github.com/janelia-flyem/dvid","Go",201,"Distributed, Versioned, Image-oriented Dataservice"
"hazelcast/hazelcast-go-client","https://github.com/hazelcast/hazelcast-go-client","Go",199,"Hazelcast Go Client"
"ZackerRoo/Distributed-Vulnerability-Detection-Powered-by-Go-and-Large-Models","https://github.com/ZackerRoo/Distributed-Vulnerability-Detection-Powered-by-Go-and-Large-Models","Go",192,"A distributed system for detecting vulnerabilities in smart contracts using Docker, gRPC, RabbitMQ, "
"lachlan2k/phatcrack","https://github.com/lachlan2k/phatcrack","Go",190,"Modern web-based distributed hashcracking solution, built on hashcat"
"DataDog/sketches-go","https://github.com/DataDog/sketches-go","Go",185,"Go implementations of the distributed quantile sketch algorithm DDSketch"
"ccremer/clustercode","https://github.com/ccremer/clustercode","Go",184,"Distribute your video encoding tasks across a cluster of nodes!"
"rqlite/gorqlite","https://github.com/rqlite/gorqlite","Go",178,"A Go client for rqlite, the distributed database built on SQLite"
"rubrikinc/kronos","https://github.com/rubrikinc/kronos","Go",177,"Distributed Time Synchronization Service"
"voc/srtrelay","https://github.com/voc/srtrelay","Go",175,"SRT relay server for distributing media streams to multiple clients."
"germanoeich/nirn-proxy","https://github.com/germanoeich/nirn-proxy","Go",172,"Distributed transparent REST proxy for the Discord API, handles ratelimits for you, multi-bot suppor"
"yaronsumel/grapes","https://github.com/yaronsumel/grapes","Go",169,"easy way to distribute commands over ssh."
"feichai0017/NoKV","https://github.com/feichai0017/NoKV","Go",167,"High-performance distributed KV storage based on LSM Tree"
"nephio-project/nephio","https://github.com/nephio-project/nephio","Go",166,"Nephio is a Kubernetes-based automation platform for deploying and managing highly distributed, inte"
"pancsta/asyncmachine-go","https://github.com/pancsta/asyncmachine-go","Go",164,"Batteries-included graph control flow library (AOP, actor model, state-machine)"
"rond-authz/rond","https://github.com/rond-authz/rond","Go",161,"A lightweight container for distributed security policy evaluation"
"zalando-incubator/kube-aws-iam-controller","https://github.com/zalando-incubator/kube-aws-iam-controller","Go",161,"Distribute different AWS IAM credentials to different pods in Kubernetes via secrets."
"kloudlite/kloudlite","https://github.com/kloudlite/kloudlite","Go",160,"RemoteLocal Environments to build distributed applications."
"nray-scanner/nray","https://github.com/nray-scanner/nray","Go",158,"nray distributed port scanner "
"seaguest/cache","https://github.com/seaguest/cache","Go",157,"A lightweight high-performance distributed two-level cache (in-memory + redis) with loader function "
"lytics/metafora","https://github.com/lytics/metafora","Go",154,"Distributed long running work system in Go"
"openconfig/gnmi-gateway","https://github.com/openconfig/gnmi-gateway","Go",153,"A modular, distributed, and highly available service for modern network telemetry via OpenConfig and"
"DiscoRiver/massh","https://github.com/DiscoRiver/massh","Go",152,"Go package for running Linux distributed shell commands via SSH."
"dckms/system-architecture","https://github.com/dckms/system-architecture","Go",150,"Distributed Collaborative Knowledge Management System for System Architecture"
"lizongying/go-crawler","https://github.com/lizongying/go-crawler","Go",150,"A web crawling framework implemented in Golang, it is simple to write and delivers powerful performa"
"asim/kv","https://github.com/asim/kv","Go",144,"A distributed in-memory key-value store built using hashicorp/memberlist with HTTP API"
"inet256/inet256","https://github.com/inet256/inet256","Go",143,"Identity Based Network API with 256-Bit Addresses"
"tangxiaofeng7/cscan","https://github.com/tangxiaofeng7/cscan","Go",141,"Enterprise distributed network asset scanning platform with port scanning, subdomain enumeration, fi"
"ohsu-comp-bio/funnel","https://github.com/ohsu-comp-bio/funnel","Go",134,"Funnel is a toolkit for distributed task execution via a simple, standard API."
"agntcy/dir","https://github.com/agntcy/dir","Go",133,"Distributed Announce and Discovery of Multi-Agentic-Systems"
"Cybergenik/hopper","https://github.com/Cybergenik/hopper","Go",132,"Coverage-Guided Greybox Distributed Fuzzer"
"indifs/indifs","https://github.com/indifs/indifs","Go",132,"Individual Distributed Peer-to-Peer Filesystem for the Decentralized Web"
"mimecast/dtail","https://github.com/mimecast/dtail","Go",130,"DTail is a distributed DevOps tool for tailing, grepping, catting logs and other text files on many "
"develar/app-builder","https://github.com/develar/app-builder","Go",129,"Generic helper tool to build app in a distributable format"
"kristianJW54/GoferBroke","https://github.com/kristianJW54/GoferBroke","Go",129,"GoferBroke is a lightweight, extensible tool designed for building distributed clusters using an ant"
"instana/go-sensor","https://github.com/instana/go-sensor","Go",128,":rocket: Go Distributed Tracing & Metrics Sensor for Instana"
"fystack/mpcium","https://github.com/fystack/mpcium","Go",128,"Open-source MPC wallet infra. Effortlessly launch distributed crypto wallets with MPC technology in "
"NishanthSpShetty/lignum","https://github.com/NishanthSpShetty/lignum","Go",125,"A distributed message queue."
"hyperonym/ratus","https://github.com/hyperonym/ratus","Go",124,"Ratus is a RESTful asynchronous task queue server. It translated concepts of distributed task queues"
"bregydoc/blackholeDB","https://github.com/bregydoc/blackholeDB","Go",124,"BlackholeDB is a simple distributed key-value DB based on IPFS protocol."
"EutropicAI/FinalRip","https://github.com/EutropicAI/FinalRip","Go",118,"a distributed AI video processing tool"
"faroedev/faroe","https://github.com/faroedev/faroe","Go",117,"Faroe is a modular auth server distributed as a Go package."
"jthomperoo/simple-proxy","https://github.com/jthomperoo/simple-proxy","Go",115,"Simple HTTP/HTTPS proxy - designed to be distributed as a self-contained binary that can be dropped "
"osamingo/indigo","https://github.com/osamingo/indigo","Go",112,"A distributed unique ID generator of using Sonyflake and encoded by Base58"
"provenance-io/provenance","https://github.com/provenance-io/provenance","Go",107,"A distributed, proof of stake blockchain designed for the financial services industry."
"llm-d/llm-d-kv-cache","https://github.com/llm-d/llm-d-kv-cache","Go",100,"Distributed KV cache scheduling & offloading libraries"
"vmware-labs/distribution-tooling-for-helm","https://github.com/vmware-labs/distribution-tooling-for-helm","Go",98,"Helm Distribution plugin is is a set of utilities and Helm Plugin for making offline work with Helm "
"tferdous17/genesis","https://github.com/tferdous17/genesis","Go",97,"High-performance distributed key-value store w/ a log-structured merge tree implementation written i"
"hyperledger-labs/fabric-token-sdk","https://github.com/hyperledger-labs/fabric-token-sdk","Go",95,"The Fabric Token SDK provides a collection of APIs and services that streamline development for toke"
"authzed/spicedb-operator","https://github.com/authzed/spicedb-operator","Go",95,"Kubernetes controller for managing instances of SpiceDB"
"paulojmdias/lokxy","https://github.com/paulojmdias/lokxy","Go",94,"Lokxy is a powerful log aggregator for Loki, designed to collect and unify log streams from multiple"
"mochivi/distributed-file-system","https://github.com/mochivi/distributed-file-system","Go",93,"A distributed file system written in Go."
"glycerine/goq","https://github.com/glycerine/goq","Go",93,"goq: a distributed job queuing system in Go (golang).  An 'ultralight shell-script Kubernetes', if y"
"nasuiyile/Snow","https://github.com/nasuiyile/Snow","Go",91,"Highly available distributed broadcast protocol"
"block/ftl","https://github.com/block/ftl","Go",89,"FTL is a platform for building distributed systems that are safe to operate, easy to reason about, a"
"st-tech/gatling-operator","https://github.com/st-tech/gatling-operator","Go",82,"Automating distributed Gatling load testing using Kubernetes operator"
"Decade-qiu/Go2NetSpectra","https://github.com/Decade-qiu/Go2NetSpectra","Go",82,"Go2NetSpectra is a high-performance, distributed traffic monitoring and analysis framework designed "
"groupcache/groupcache-go","https://github.com/groupcache/groupcache-go","Go",81,"A high performance in memory distributed cache"
"supermassivedb/supermassive","https://github.com/supermassivedb/supermassive","Go",80,"A distributed in-memory, durable key value database designed for massive amounts of critical data an"
"neelp03/ThrottleX","https://github.com/neelp03/ThrottleX","Go",80,"A distributed rate-limiting solution built with Go and Redis, designed to control API traffic and en"
"quangh33/Go-Kafka","https://github.com/quangh33/Go-Kafka","Go",79,"A Distributed, Fault-Tolerant Message Queue from Scratch. Inspired by Apache Kafka"
"goadesign/clue","https://github.com/goadesign/clue","Go",75,"🔍 Seamless Observability for Distributed Systems 🔍"
"redbco/redb-open","https://github.com/redbco/redb-open","Go",75,"Distributed data mesh for real-time access, migration, and replication across diverse databases — bu"
"pavolloffay/kubecon-eu-2024-opentelemetry-kubernetes-tracing-tutorial","https://github.com/pavolloffay/kubecon-eu-2024-opentelemetry-kubernetes-tracing-tutorial","Go",71,"Exploring the Power of Distributed Tracing with OpenTelemetry on Kubernetes"
"moov-io/achgateway","https://github.com/moov-io/achgateway","Go",71,"Payment gateway enabling automated ACH operations in a distributed and fault tolerant way."
"capillariesio/capillaries","https://github.com/capillariesio/capillaries","Go",69,"Distributed batch data processing framework"
"BrenekH/encodarr","https://github.com/BrenekH/encodarr","Go",69,"Self-hosted web app for encoding files to a target format using distributed computing."
"rajsinghtech/garage-operator","https://github.com/rajsinghtech/garage-operator","Go",69,"A Kubernetes operator for managing Garage - a distributed S3-compatible object storage system design"
"shutter-network/shutter","https://github.com/shutter-network/shutter","Go",68,"Prevent frontrunning and malicious MEV on Ethereum by using a threshold cryptography-based distribut"
"influxdata/wirey","https://github.com/influxdata/wirey","Go",68,"Manage local wireguard interfaces in a distributed system"
"naver/lobster","https://github.com/naver/lobster","Go",68,"🦞 Distributed kubernetes container logging system"
"vearne/ratelimit","https://github.com/vearne/ratelimit","Go",67,"Distributed rate limit library based on Redis"
"candrewlee14/webman","https://github.com/candrewlee14/webman","Go",65,"Add, remove, and manage different versions of web-distributed software binaries. No elevated permiss"
"vectaport/flowgraph","https://github.com/vectaport/flowgraph","Go",64,"Flowgraph package for scalable asynchronous system development"
"channeldorg/channeld","https://github.com/channeldorg/channeld","Go",63,"Next-Gen Gateway Service for distributed game servers built with Unreal or Unity Engine"
"lintnet/lintnet","https://github.com/lintnet/lintnet","Go",63,"General purpose linter for structured configuration data powered by Jsonnet. Support various formats"
"richbl/go-distributed-motion-s3","https://github.com/richbl/go-distributed-motion-s3","Go",61,"Distributed Motion Surveillance Security System (DMS3): a Go-based distributed video security system"
"minio/hperf","https://github.com/minio/hperf","Go",60,"Distributed HTTP Speed Test."
"grafana/xk6-client-tracing","https://github.com/grafana/xk6-client-tracing","Go",59,"A k6 extension for testing distributed tracing backends"
"lytics/grid","https://github.com/lytics/grid","Go",59,"A library for distributed processing for Go"
"hyperledger-labs/fabric-smart-client","https://github.com/hyperledger-labs/fabric-smart-client","Go",59,"The Fabric Smart Client is a new Fabric Client that lets you focus on the business processes and sim"
"flowerinthenight/spindle","https://github.com/flowerinthenight/spindle","Go",59,"A distributed locking library built on Cloud Spanner and TrueTime."
"OmniFlix/omniflixhub","https://github.com/OmniFlix/omniflixhub","Go",57,"OmniFlix Hub is the root chain of the OmniFlix Network. Sovereign chains and DAOs build on top of or"
"snower/slock","https://github.com/snower/slock","Go",56,"High-performance distributed sync service and atomic DB"
"evrblk/monstera","https://github.com/evrblk/monstera","Go",55,"Framework for writing scalable distributed stateful applications"
"huykn/distributed-cache","https://github.com/huykn/distributed-cache","Go",54,"A high-performance, distributed in-memory cache library for Go that synchronizes local LFU/LRU cache"
"xssed/deerfs","https://github.com/xssed/deerfs","Go",54,"🦌 deerfs is a  component extension of owlcache. with it you can build a simple non-centralized distr"
"Akilan1999/p2p-rendering-computation","https://github.com/Akilan1999/p2p-rendering-computation","Go",53,"p2p network to enable running distributed computation and rendering. "
"cylonchau/firewalld-gateway","https://github.com/cylonchau/firewalld-gateway","Go",53,"Full rest API implemented Linux firewalld distributed manipulation controller and UI "
"CARV-ICS-FORTH/frisbee","https://github.com/CARV-ICS-FORTH/frisbee","Go",51,"Kubernetes-native framework for declarative testing of distributed systems. "
"vectaport/fgbase","https://github.com/vectaport/fgbase","Go",51,"Ready-send coordination layer on top of goroutines."
"cybozu-go/etcdpasswd","https://github.com/cybozu-go/etcdpasswd","Go",50,"Distributed Linux user management using etcd"
"kakao/varlog","https://github.com/kakao/varlog","Go",50,"Scalable distributed log storage for strong consistency, total order, and high availability"
"nats-io/nats-server","https://github.com/nats-io/nats-server","Go",19059,"High-Performance server for NATS.io, the cloud and edge native messaging system."
"temporalio/temporal","https://github.com/temporalio/temporal","Go",18063,"Temporal service"
"rqlite/rqlite","https://github.com/rqlite/rqlite","Go",17272,"The lightweight, fault-tolerant database built on SQLite. Designed to keep your data highly availabl"
"authzed/spicedb","https://github.com/authzed/spicedb","Go",6391,"Open Source, Google Zanzibar-inspired database for scalably storing and querying fine-grained author"
"pachyderm/pachyderm","https://github.com/pachyderm/pachyderm","Go",6286,"Data-Centric Pipelines and Data Versioning"
"tendermint/tendermint","https://github.com/tendermint/tendermint","Go",5857,"⟁ Tendermint Core (BFT Consensus) in Go"
"lni/dragonboat","https://github.com/lni/dragonboat","Go",5298,"A feature complete and high performance multi-group Raft library in Go.  "
"gaia-pipeline/gaia","https://github.com/gaia-pipeline/gaia","Go",5234,"Build powerful pipelines in any programming language."
"taubyte/tau","https://github.com/taubyte/tau","Go",4939,"Fullstack Workspace for Humans & Machines"
"lonng/nano","https://github.com/lonng/nano","Go",3162,"Lightweight, facility, high performance golang based game server framework"
"PeerDB-io/peerdb","https://github.com/PeerDB-io/peerdb","Go",2936,"Fast, Simple and a cost effective tool to replicate data from Postgres to Data Warehouses, Queues an"
"liftbridge-io/liftbridge","https://github.com/liftbridge-io/liftbridge","Go",2770,"Kafka-style message streaming in Go. Built on NATS. Single binary,  no JVM, no ZooKeeper."
"absmach/supermq","https://github.com/absmach/supermq","Go",2552,"Event-driven Infrastructure for Modern Cloud"
"matrixorigin/matrixone","https://github.com/matrixorigin/matrixone","Go",1880,"MySQL-compatible HTAP database with Git for Data, vector search, and fulltext search. Cloud-native, "
"iotexproject/iotex-core","https://github.com/iotexproject/iotex-core","Go",1579,"Official implementation of IoTeX blockchain protocol in Go. An ultra-efficient EVM blockchain offeri"
"IceFireDB/IceFireDB","https://github.com/IceFireDB/IceFireDB","Go",1151,"@IceFireLabs -> IceFireDB is a database built for web3.0 It strives to fill the gap between web2 and"
"sensu/sensu-go","https://github.com/sensu/sensu-go","Go",1092,"Simple. Scalable. Multi-cloud monitoring."
"autokitteh/autokitteh","https://github.com/autokitteh/autokitteh","Go",1087,"Durable workflow automation in just a few lines of code"
"otoolep/hraftd","https://github.com/otoolep/hraftd","Go",1078,"A reference use of Hashicorp's Raft implementation"
"etcd-io/raft","https://github.com/etcd-io/raft","Go",983,"Raft library for maintaining a replicated state machine"
"lightninglabs/neutrino","https://github.com/lightninglabs/neutrino","Go",964,"Privacy-Preserving Bitcoin Light Client"
"dobyte/due","https://github.com/dobyte/due","Go",851,"基于Go语言开发的高性能分布式游戏服务器框架"
"satmihir/fair","https://github.com/satmihir/fair","Go",782,"A Go library for serving resources fairly"
"kurtosis-tech/kurtosis","https://github.com/kurtosis-tech/kurtosis","Go",521,"A platform for packaging and launching blockchain infra. Think docker compose for blockchain"
"nknorg/nkn","https://github.com/nknorg/nkn","Go",484,"Official Go implementation of NKN full node."
"kalbhor/Tasqueue","https://github.com/kalbhor/Tasqueue","Go",456,"A background jobs library for Go that allows pluggable brokers/store for distribution."
"PlatONnetwork/PlatON-Go","https://github.com/PlatONnetwork/PlatON-Go","Go",426,"Golang implementation of the PlatON protocol"
"aqstack/sentinel","https://github.com/aqstack/sentinel","Go",381,"Self-healing edge computing agent with predictive failure detection and partition-resilient orchestr"
"thetatoken/theta-protocol-ledger","https://github.com/thetatoken/theta-protocol-ledger","Go",365,"Reference implementation of the Theta Blockchain Ledger Protocol"
"acaloiaro/neoq","https://github.com/acaloiaro/neoq","Go",330,"Queue-agnostic background job library for Go, with a pleasant API and powerful features."
"synadia-io/nex","https://github.com/synadia-io/nex","Go",290,"The NATS execution engine"
"eraft-io/eraft","https://github.com/eraft-io/eraft","Go",289,"A generic raft library"
"segmentio/ctlstore","https://github.com/segmentio/ctlstore","Go",276,"Control Data Store"
"Quentin-M/etcd-cloud-operator","https://github.com/Quentin-M/etcd-cloud-operator","Go",233,"Deploying and managing production-grade etcd clusters on cloud providers: failure recovery, disaster"
"sjy-dv/coltt","https://github.com/sjy-dv/coltt","Go",186,"Coltt is a vector database that supports Multi-Vector Search, high-performance HNSW, FLAT and quanti"
"italolelis/outboxer","https://github.com/italolelis/outboxer","Go",166,"A library that implements the outboxer pattern in go"
"CodeYourFuture/immersive-go-course","https://github.com/CodeYourFuture/immersive-go-course","Go",143,"An immersive, introductory course to backend software engineering using go."
"CocaineCong/tangseng","https://github.com/CocaineCong/tangseng","Go",140,"Tangseng search engine including full text search and vector search base on golang. 基于go语言的搜索引擎，信息检索"
"nknorg/nnet","https://github.com/nknorg/nnet","Go",129,"nnet: a fast, scalable, and developer-friendly p2p overlay network stack"
"nats-io/nats-account-server","https://github.com/nats-io/nats-account-server","Go",91,"A simple HTTP/NATS server to host JWTs for nats-server 2.0 account authentication."
"ankur-anand/taskwheel","https://github.com/ankur-anand/taskwheel","Go",68,"Hierarchical timing Wheel For Go, Manage Millions of timers with O(1), Operations."
"HeZephyr/MIT6.5840","https://github.com/HeZephyr/MIT6.5840","Go",63,"code and document for MIT6.5840(6.824) 2024 Spring"
"ollelogdahl/concord","https://github.com/ollelogdahl/concord","Go",63,"A resilient Chord implementation in Go"
"orderlykit/orderlyid","https://github.com/orderlykit/orderlyid","Go",52,"OrderlyID — Typed, time-sortable 160-bit identifiers with optional checksum, tenant, and shard field"
"C4T-BuT-S4D/neo","https://github.com/C4T-BuT-S4D/neo","Go",51,"Exploit distribution system for A&D competitions"
"pzaino/thecrowler","https://github.com/pzaino/thecrowler","Go",51,"A Content Discovery and Development Platform. Empowering Cybersecurity, AI, Marketing, and Finance p"
"apache/dubbo","https://github.com/apache/dubbo","Java",41721,"The java implementation of Apache Dubbo. An RPC and microservice framework."
"apolloconfig/apollo","https://github.com/apolloconfig/apollo","Java",29766,"Apollo is a reliable configuration management system suitable for microservice configuration managem"
"apache/incubator-seata","https://github.com/apache/incubator-seata","Java",25933,":fire: Seata is an easy-to-use, high-performance, open source distributed transaction solution."
"alibaba/Sentinel","https://github.com/alibaba/Sentinel","Java",23054,"A powerful flow control component enabling reliability, resilience and monitoring for microservices."
"newbee-ltd/newbee-mall","https://github.com/newbee-ltd/newbee-mall","Java",11512,"🔥 🎉newbee-mall是一套电商系统，包括基础版本(Spring Boot+Thymeleaf)、前后端分离版本(Spring Boot+Vue 3+Element-Plus+Vue-Route"
"line/armeria","https://github.com/line/armeria","Java",5067,"Your go-to microservice framework for any situation, from the creator of Netty et al. You can build "
"zlt2000/microservices-platform","https://github.com/zlt2000/microservices-platform","Java",4748,"基于SpringBoot2.x、SpringCloud和SpringCloudAlibaba并采用前后端分离的企业级微服务多租户系统架构。并引入组件化的思想实现高内聚低耦合，项目代码简洁注释丰富上手容"
"mercyblitz/tech-weekly","https://github.com/mercyblitz/tech-weekly","Java",3980,"「小马哥技术周报」"
"helidon-io/helidon","https://github.com/helidon-io/helidon","Java",3744,"Java libraries for writing microservices"
"microservices-patterns/ftgo-application","https://github.com/microservices-patterns/ftgo-application","Java",3684,"Example code for the book Microservice patterns"
"networknt/light-4j","https://github.com/networknt/light-4j","Java",3682,"A fast, lightweight and more productive microservices framework"
"AxonFramework/AxonFramework","https://github.com/AxonFramework/AxonFramework","Java",3541,"Framework for Evolutionary Message-Driven Microservices on the JVM"
"Tencent/spring-cloud-tencent","https://github.com/Tencent/spring-cloud-tencent","Java",3295,"Spring Cloud Tencent is a Spring Cloud based Service Governance Framework provided by Tencent."
"opensolon/solon","https://github.com/opensolon/solon","Java",2702,"🔥 Java enterprise application development framework for full scenario: Restrained, Efficient, Open, "
"lealone/Lealone","https://github.com/lealone/Lealone","Java",2540,"具有超高并发处理能力的 OLTP 关系数据库"
"spring-petclinic/spring-petclinic-microservices","https://github.com/spring-petclinic/spring-petclinic-microservices","Java",2023,"Distributed version of Spring Petclinic built with Spring Cloud"
"apache/servicecomb-java-chassis","https://github.com/apache/servicecomb-java-chassis","Java",1937,"ServiceComb Java Chassis is a Software Development Kit (SDK) for rapid development of microservices "
"Netflix/genie","https://github.com/Netflix/genie","Java",1762,"Distributed Big Data Orchestration Service"
"apache/eventmesh","https://github.com/apache/eventmesh","Java",1715,"EventMesh is a new generation serverless event middleware for building distributed event-driven appl"
"stacksimplify/aws-eks-kubernetes-masterclass","https://github.com/stacksimplify/aws-eks-kubernetes-masterclass","Java",1708,"AWS EKS Kubernetes - Masterclass | DevOps, Microservices"
"piomin/sample-spring-microservices-new","https://github.com/piomin/sample-spring-microservices-new","Java",1339,"Demo for Spring Boot and Spring Cloud microservices with distributed configuration (Spring Cloud Con"
"eventuate-tram/eventuate-tram-core","https://github.com/eventuate-tram/eventuate-tram-core","Java",1143,"Transactional messaging for microservices"
"spring-attic/spring-cloud-dataflow","https://github.com/spring-attic/spring-cloud-dataflow","Java",1138,"A microservices-based Streaming and Batch data processing in Cloud Foundry and Kubernetes"
"eazybytes/microservices","https://github.com/eazybytes/microservices","Java",1122,"Microservices With Spring, Docker, Kubernetes - Code Examples"
"zalando/problem-spring-web","https://github.com/zalando/problem-spring-web","Java",1073,"A library for handling Problems in Spring Web MVC"
"eventuate-tram/eventuate-tram-sagas","https://github.com/eventuate-tram/eventuate-tram-sagas","Java",1069,"Sagas for microservices"
"spring-cloud/spring-cloud-stream","https://github.com/spring-cloud/spring-cloud-stream","Java",1057,"Framework for building Event-Driven Microservices"
"authorjapps/zerocode","https://github.com/authorjapps/zerocode","Java",992,"zerocode-tdd is a community-developed, free, open-source, automated testing lib for microservices AP"
"activej/activej","https://github.com/activej/activej","Java",980,"ActiveJ is an alternative Java platform built from the ground up. ActiveJ redefines core, web and hi"
"baidu/starlight","https://github.com/baidu/starlight","Java",976,"Java implementation for Baidu RPC, multi-protocol & high performance RPC."
"dromara/dante-cloud","https://github.com/dromara/dante-cloud","Java",901,"🐉 Dante Cloud 国内首个支持阻塞式和响应式服务并行的微服务云原生基座。采用领域驱动模型(DDD)设计思想，以「高质量代码、低安全漏洞」为核心，高度模块化和组件化设计，支持IoT等物联网设备"
"SoftInstigate/restheart","https://github.com/SoftInstigate/restheart","Java",870,"The MongoDB Development Platform"
"eventuate-local/eventuate-local","https://github.com/eventuate-local/eventuate-local","Java",813,"The on premise, open source version of Eventuate, which is a platform for developing transactional b"
"pippo-java/pippo","https://github.com/pippo-java/pippo","Java",784,"Micro Java Web Framework"
"sivaprasadreddy/spring-boot-microservices-series","https://github.com/sivaprasadreddy/spring-boot-microservices-series","Java",711,"Code for SpringBoot MicroServices Blog Series"
"eventuate-tram/eventuate-tram-examples-customers-and-orders","https://github.com/eventuate-tram/eventuate-tram-examples-customers-and-orders","Java",698,"An example of Choreography-based sagas in Spring Boot/JPA microservices"
"aklivity/zilla","https://github.com/aklivity/zilla","Java",676,"🦎 A multi-protocol edge & service proxy. Seamlessly interface web apps, IoT clients, & microservices"
"arun-gupta/microservices","https://github.com/arun-gupta/microservices","Java",638,"Java EE and Microservices"
"scalecube/scalecube-services","https://github.com/scalecube/scalecube-services","Java",636,"Microservices library - scalecube-services is a high throughput, low latency reactive microservices "
"scalar-labs/scalardb","https://github.com/scalar-labs/scalardb","Java",634,"Universal HTAP Engine"
"Ahoo-Wang/CosId","https://github.com/Ahoo-Wang/CosId","Java",602,"Universal, flexible, high-performance distributed ID generator.                              | 通用、灵活"
"zhihuili/flower","https://github.com/zhihuili/flower","Java",583,"反应式微服务框架Flower"
"huaweicloud/spring-cloud-huawei","https://github.com/huaweicloud/spring-cloud-huawei","Java",572,"Spring Cloud Huawei is a framework that makes it easier and productive to develop microservices with"
"eventuate-tram/eventuate-tram-sagas-examples-customers-and-orders","https://github.com/eventuate-tram/eventuate-tram-sagas-examples-customers-and-orders","Java",568,"Spring Boot/JPA microservices that use an orchestration-based saga to maintain data consistency"
"quick-perf/quickperf","https://github.com/quick-perf/quickperf","Java",524,"QuickPerf is a testing library for Java to quickly evaluate and improve some performance-related pro"
"piomin/sample-spring-microservices-kubernetes","https://github.com/piomin/sample-spring-microservices-kubernetes","Java",511,"Sample Spring Boot application that uses some features provided by Spring Cloud Kubernetes, Spring C"
"nutzam/nutzboot","https://github.com/nutzam/nutzboot","Java",507,"NutzBoot,简称NB,是可靠的企业级微服务框架,提供自动配置,嵌入式web服务,分布式会话,服务治理,负载均衡,hystrix,RPC等一篮子解决方案"
"JavatoDev-com/internet-banking-concept-microservices","https://github.com/JavatoDev-com/internet-banking-concept-microservices","Java",485,"Internet Banking Concept Microservices"
"palantir/conjure","https://github.com/palantir/conjure","Java",463,"Strongly typed HTTP/JSON APIs for browsers and microservices"
"spring-cloud-samples/customers-stores","https://github.com/spring-cloud-samples/customers-stores","Java",462,"Two microservices for customers and stores"
"chrisblakely01/java-spring-microservices","https://github.com/chrisblakely01/java-spring-microservices","Java",448,"This source code is for the Java/Spring microservices course available on my  YouTube channel"
"spring-cloud/spring-cloud-task","https://github.com/spring-cloud/spring-cloud-task","Java",439,"Short lived microservices with Spring Batch"
"navinreddy20/MicroserviceTutorials","https://github.com/navinreddy20/MicroserviceTutorials","Java",425,""
"aliyun/alibabacloud-microservice-demo","https://github.com/aliyun/alibabacloud-microservice-demo","Java",412,"An Alibaba Cloud native microservice demo powered by Apache Dubbo and Spring Cloud Alibaba"
"wso2/msf4j","https://github.com/wso2/msf4j","Java",409,"WSO2 Microservices Framework for Java (MSF4J)"
"piomin/sample-spring-kafka-microservices","https://github.com/piomin/sample-spring-kafka-microservices","Java",388,"Example microservices showing how to use Kafka and Kafka Streams with Spring Boot on the example of "
"redkale/redkale","https://github.com/redkale/redkale","Java",362,"Java full stack microservice framework"
"koupleless/koupleless","https://github.com/koupleless/koupleless","Java",335,"模块化研发框架，运维调度系统，帮助应用解决研发运维系列痛点问题，省资源、秒级启动、灵活部署、快速需求交付等，并帮助存量应用低成本演进到 Serverless 模式;  modular developm"
